1.000000000000000000e+00,1.174007962736766553e+00,3.883723646356470466e-02
2.000000000000000000e+00,1.055572719246275604e+00,5.972264045768128915e-02
3.000000000000000000e+00,9.580026188957502242e-01,6.996189206049528708e-02
4.000000000000000000e+00,8.779255220388000325e-01,7.461698383537328227e-02
5.000000000000000000e+00,8.113021427154203380e-01,7.630059504028699480e-02
6.000000000000000000e+00,7.550575773354416542e-01,7.636600530235093665e-02
7.000000000000000000e+00,7.069329149817079605e-01,7.553781633768311132e-02
8.000000000000000000e+00,6.652618336605574667e-01,7.421841292608892526e-02
9.000000000000000000e+00,6.287987490171809135e-01,7.263835983864252999e-02
1.000000000000000000e+01,5.965979685330706772e-01,7.093295274112279558e-02
1.100000000000000000e+01,5.679301852653593219e-01,6.918280979663463115e-02
1.200000000000000000e+01,5.422245691872934481e-01,6.743624276494349090e-02
1.300000000000000000e+01,5.190281544744911324e-01,6.572201795654207535e-02
1.400000000000000000e+01,4.979769518848591314e-01,6.405685662111075540e-02
1.500000000000000000e+01,4.787750931868445248e-01,6.244995814482788565e-02
1.600000000000000000e+01,4.611795516644247583e-01,6.090578789631419243e-02
1.700000000000000000e+01,4.449887893761828583e-01,5.942582700578039057e-02
1.800000000000000000e+01,4.300342094940270421e-01,5.800968693845447166e-02
1.900000000000000000e+01,4.161736403901514780e-01,5.665582762223363850e-02
2.000000000000000000e+01,4.032863108784108253e-01,5.536202387946524001e-02
2.100000000000000000e+01,3.912689335623577014e-01,5.412566970715909642e-02
2.200000000000000000e+01,3.800326213222068317e-01,5.294397680055327321e-02
2.300000000000000000e+01,3.695004371008980826e-01,5.181410340564897993e-02
2.400000000000000000e+01,3.596054300415534866e-01,5.073323691614464032e-02
2.500000000000000000e+01,3.502890487234690542e-01,4.969864559565375511e-02
2.600000000000000000e+01,3.414998494215987224e-01,4.870770963568236273e-02
2.700000000000000000e+01,3.331924371266166696e-01,4.775793838835998284e-02
2.800000000000000000e+01,3.253265916564733740e-01,4.684697838830684941e-02
2.900000000000000000e+01,3.178665420466884606e-01,4.597261529465804936e-02
3.000000000000000000e+01,3.107803605581438977e-01,4.513277188593897704e-02
3.100000000000000000e+01,3.040394538156938053e-01,4.432550356317280921e-02
3.200000000000000000e+01,2.976181333070809787e-01,4.354899235391489903e-02
3.300000000000000000e+01,2.914932511022373940e-01,4.280154009205718035e-02
3.400000000000000000e+01,2.856438894688621555e-01,4.208156122894446405e-02
3.500000000000000000e+01,2.800510952595242631e-01,4.138757557958720051e-02
3.600000000000000000e+01,2.746976516748568242e-01,4.071820120259989767e-02
3.700000000000000000e+01,2.695678813759115888e-01,4.007214753965335913e-02
3.800000000000000000e+01,2.646474760081527489e-01,3.944820888991280167e-02
3.900000000000000000e+01,2.599233480719102540e-01,3.884525826035797186e-02
4.000000000000000000e+01,2.553835017763592119e-01,3.826224160934509066e-02
4.100000000000000000e+01,2.510169200824852176e-01,3.769817248497206452e-02
4.200000000000000000e+01,2.468134656026962914e-01,3.715212704944601679e-02
4.300000000000000000e+01,2.427637934025404509e-01,3.662323947408278879e-02
4.400000000000000000e+01,2.388592740600601061e-01,3.611069768565998428e-02
4.500000000000000000e+01,2.350919255939947494e-01,3.561373944275836312e-02
4.600000000000000000e+01,2.314543530837471774e-01,3.513164871990500510e-02
4.700000000000000000e+01,2.279396949799484817e-01,3.466375237734987957e-02
4.800000000000000000e+01,2.245415752513136853e-01,3.420941709488600768e-02
4.900000000000000000e+01,2.212540606364153950e-01,3.376804654904680403e-02
5.000000000000000000e+01,2.180716223723682679e-01,3.333907881415418967e-02
5.100000000000000000e+01,2.149891018595467829e-01,3.292198396892799528e-02
5.200000000000000000e+01,2.120016797952013199e-01,3.251626189165279096e-02
5.300000000000000000e+01,2.091048483714214312e-01,3.212144022817058769e-02
5.400000000000000000e+01,2.062943861861553096e-01,3.173707251820531011e-02
5.500000000000000000e+01,2.035663355614887315e-01,3.136273646670426768e-02
5.600000000000000000e+01,2.009169820023199993e-01,3.099803234799462445e-02
5.700000000000000000e+01,1.983428355620085182e-01,3.064258153159079429e-02
5.800000000000000000e+01,1.958406139103436305e-01,3.029602511945170273e-02
5.900000000000000000e+01,1.934072269240144359e-01,2.995802268537633983e-02
6.000000000000000000e+01,1.910397626412507210e-01,2.962825110804046327e-02
6.100000000000000000e+01,1.887354744409250606e-01,2.930640348992695141e-02
6.200000000000000000e+01,1.864917693225974227e-01,2.899218815508415592e-02
6.300000000000000000e+01,1.843061971780899921e-01,2.868532771926958838e-02
6.400000000000000000e+01,1.821764409574862520e-01,2.838555822660534730e-02
6.500000000000000000e+01,1.801003076432137473e-01,2.809262834738505965e-02
6.600000000000000000e+01,1.780757199553149872e-01,2.780629863214404557e-02
6.700000000000000000e+01,1.761007087192977827e-01,2.752634081752947798e-02
6.800000000000000000e+01,1.741734058352440440e-01,2.725253717989554667e-02
6.900000000000000000e+01,1.722920377932973257e-01,2.698467993289902986e-02
7.000000000000000000e+01,1.704549196863194005e-01,2.672257066569266870e-02
7.100000000000000000e+01,1.686604496755294280e-01,2.646601981860201638e-02
7.200000000000000000e+01,1.669071038693998588e-01,2.621484619343646127e-02
7.300000000000000000e+01,1.651934315800263342e-01,2.596887649582433483e-02
7.400000000000000000e+01,1.635180509247015912e-01,2.572794490718133958e-02
7.500000000000000000e+01,1.618796447435638663e-01,2.549189268411757719e-02
7.600000000000000000e+01,1.602769568069646877e-01,2.526056778327199701e-02
7.700000000000000000e+01,1.587087882887046053e-01,2.503382450972518880e-02
7.800000000000000000e+01,1.571739944835097436e-01,2.481152318729209355e-02
7.900000000000000000e+01,1.556714817491192671e-01,2.459352984913331860e-02
8.000000000000000000e+01,1.542002046551451677e-01,2.437971594724750932e-02
8.100000000000000000e+01,1.527591633224751333e-01,2.416995807952132883e-02
8.200000000000000000e+01,1.513474009384304930e-01,2.396413773311759435e-02
8.300000000000000000e+01,1.499640014342085714e-01,2.376214104307654285e-02
8.400000000000000000e+01,1.486080873122844204e-01,2.356385856509323265e-02
8.500000000000000000e+01,1.472788176125490456e-01,2.336918506151156733e-02
8.600000000000000000e+01,1.459753860068736531e-01,2.317801929965052077e-02
8.700000000000000000e+01,1.446970190126918021e-01,2.299026386164282343e-02
8.800000000000000000e+01,1.434429743169583216e-01,2.280582496502878143e-02
8.900000000000000000e+01,1.422125392025634372e-01,2.262461229340375149e-02
9.000000000000000000e+01,1.410050290699218778e-01,2.244653883646861164e-02
9.100000000000000000e+01,1.398197860470468956e-01,2.227152073888128553e-02
9.200000000000000000e+01,1.386561776819590641e-01,2.209947715734952162e-02
9.300000000000000000e+01,1.375135957117540053e-01,2.193033012544601604e-02
9.400000000000000000e+01,1.363914549031087775e-01,2.176400442566391383e-02
9.500000000000000000e+01,1.352891919594068071e-01,2.160042746826384280e-02
9.600000000000000000e+01,1.342062644900284818e-01,2.143952917649628170e-02
9.700000000000000000e+01,1.331421500376998301e-01,2.128124187781059787e-02
9.800000000000000000e+01,1.320963451600901672e-01,2.112550020069007758e-02
9.900000000000000000e+01,1.310683645621489313e-01,2.097224097677551080e-02
1.000000000000000000e+02,1.300577402759110490e-01,2.082140314796426805e-02
