0.000000000000000000e+00,-9.107298248878237246e-18
1.000000000000000000e+00,1.568464763188927302e-02
2.000000000000000000e+00,2.710045578524732102e-02
3.000000000000000000e+00,3.464583574169594060e-02
4.000000000000000000e+00,3.950163422201283941e-02
5.000000000000000000e+00,4.257468466719076944e-02
6.000000000000000000e+00,4.446348979250775574e-02
7.000000000000000000e+00,4.555484376290970527e-02
8.000000000000000000e+00,4.610122513558741197e-02
9.000000000000000000e+00,4.627043245478561218e-02
1.000000000000000000e+01,4.617614628863397214e-02
1.100000000000000000e+01,4.589679086124268115e-02
1.200000000000000000e+01,4.548735678247722847e-02
1.300000000000000000e+01,4.498695716111974358e-02
1.400000000000000000e+01,4.442375434809901075e-02
1.500000000000000000e+01,4.381823469917764391e-02
1.600000000000000000e+01,4.318542487260081802e-02
1.700000000000000000e+01,4.253641698463808685e-02
1.800000000000000000e+01,4.187943434556143374e-02
1.900000000000000000e+01,4.122058668092359879e-02
2.000000000000000000e+01,4.056441221331181374e-02
2.100000000000000000e+01,3.991427133662155818e-02
2.200000000000000000e+01,3.927263557995962912e-02
2.300000000000000000e+01,3.864130178360310197e-02
2.400000000000000000e+01,3.802155225174049663e-02
2.500000000000000000e+01,3.741427547162388956e-02
2.600000000000000000e+01,3.682005776926199070e-02
2.700000000000000000e+01,3.623925335249972290e-02
2.800000000000000000e+01,3.567203814895084091e-02
2.900000000000000000e+01,3.511845140029801193e-02
3.000000000000000000e+01,3.457842794069960340e-02
3.100000000000000000e+01,3.405182334085217477e-02
3.200000000000000000e+01,3.353843355572727614e-02
3.300000000000000000e+01,3.303801031472609201e-02
3.400000000000000000e+01,3.255027319732686775e-02
3.500000000000000000e+01,3.207491911670103113e-02
3.600000000000000000e+01,3.161162976801519531e-02
3.700000000000000000e+01,3.116007747274027531e-02
3.800000000000000000e+01,3.071992975484022503e-02
3.900000000000000000e+01,3.029085291161484270e-02
4.000000000000000000e+01,2.987251478568345858e-02
4.100000000000000000e+01,2.946458690102289613e-02
4.200000000000000000e+01,2.906674609206950227e-02
4.300000000000000000e+01,2.867867572839389104e-02
4.400000000000000000e+01,2.830006661665922588e-02
4.500000000000000000e+01,2.793061764516487425e-02
4.600000000000000000e+01,2.757003622330689296e-02
4.700000000000000000e+01,2.721803855796621832e-02
4.800000000000000000e+01,2.687434980063077225e-02
4.900000000000000000e+01,2.653870409247846562e-02
5.000000000000000000e+01,2.621084452938889781e-02
5.100000000000000000e+01,2.589052306461299760e-02
5.200000000000000000e+01,2.557750036341575536e-02
5.300000000000000000e+01,2.527154562125307619e-02
5.400000000000000000e+01,2.497243635481349172e-02
5.500000000000000000e+01,2.467995817343816151e-02
5.600000000000000000e+01,2.439390453697566283e-02
5.700000000000000000e+01,2.411407650491952104e-02
5.800000000000000000e+01,2.384028248071690115e-02
5.900000000000000000e+01,2.357233795433334375e-02
6.000000000000000000e+01,2.331006524552163561e-02
6.100000000000000000e+01,2.305329324971098007e-02
6.200000000000000000e+01,2.280185718800607775e-02
6.300000000000000000e+01,2.255559836243636873e-02
6.400000000000000000e+01,2.231436391731179969e-02
6.500000000000000000e+01,2.207800660730921405e-02
6.600000000000000000e+01,2.184638457272978021e-02
6.700000000000000000e+01,2.161936112221089779e-02
6.800000000000000000e+01,2.139680452306309127e-02
6.900000000000000000e+01,2.117858779929504554e-02
7.000000000000000000e+01,2.096458853732032987e-02
7.100000000000000000e+01,2.075468869927432625e-02
7.200000000000000000e+01,2.054877444382193288e-02
7.300000000000000000e+01,2.034673595430152096e-02
7.400000000000000000e+01,2.014846727402183624e-02
7.500000000000000000e+01,1.995386614850493817e-02
7.600000000000000000e+01,1.976283387446170839e-02
7.700000000000000000e+01,1.957527515526596290e-02
7.800000000000000000e+01,1.939109796269689739e-02
7.900000000000000000e+01,1.921021340471075825e-02
8.000000000000000000e+01,1.903253559900558792e-02
8.100000000000000000e+01,1.885798155214353164e-02
8.200000000000000000e+01,1.868647104399957445e-02
8.300000000000000000e+01,1.851792651730833211e-02
8.400000000000000000e+01,1.835227297208939443e-02
8.500000000000000000e+01,1.818943786473461305e-02
8.600000000000000000e+01,1.802935101154989200e-02
8.700000000000000000e+01,1.787194449655002057e-02
8.800000000000000000e+01,1.771715258331345647e-02
8.900000000000000000e+01,1.756491163070947673e-02
9.000000000000000000e+01,1.741516001232089328e-02
9.100000000000000000e+01,1.726783803938953393e-02
9.200000000000000000e+01,1.712288788712051230e-02
9.300000000000000000e+01,1.698025352418997339e-02
9.400000000000000000e+01,1.683988064530441212e-02
9.500000000000000000e+01,1.670171660667101043e-02
9.600000000000000000e+01,1.656571036424088483e-02
9.700000000000000000e+01,1.643181241459554937e-02
9.800000000000000000e+01,1.629997473835433086e-02
9.900000000000000000e+01,1.617015074598222163e-02
1.000000000000000000e+02,1.604229522588885432e-02
