3.983723646356470738e+01,1.000000000000000000e+00,1.174007962736766553e+00
6.172264045768128682e+01,2.000000000000000000e+00,1.055572719246275604e+00
7.296189206049528764e+01,3.000000000000000000e+00,9.580026188957502242e-01
7.861698383537327572e+01,4.000000000000000000e+00,8.779255220388000325e-01
8.130059504028699280e+01,5.000000000000000000e+00,8.113021427154203380e-01
8.236600530235094197e+01,6.000000000000000000e+00,7.550575773354416542e-01
8.253781633768311110e+01,7.000000000000000000e+00,7.069329149817079605e-01
8.221841292608893070e+01,8.000000000000000000e+00,6.652618336605574667e-01
8.163835983864252910e+01,9.000000000000000000e+00,6.287987490171809135e-01
8.093295274112279003e+01,1.000000000000000000e+01,5.965979685330706772e-01
8.018280979663462915e+01,1.100000000000000000e+01,5.679301852653593219e-01
7.943624276494348635e+01,1.200000000000000000e+01,5.422245691872934481e-01
7.872201795654207501e+01,1.300000000000000000e+01,5.190281544744911324e-01
7.805685662111075374e+01,1.400000000000000000e+01,4.979769518848591314e-01
7.744995814482788887e+01,1.500000000000000000e+01,4.787750931868445248e-01
7.690578789631419454e+01,1.600000000000000000e+01,4.611795516644247583e-01
7.642582700578039123e+01,1.700000000000000000e+01,4.449887893761828583e-01
7.600968693845447888e+01,1.800000000000000000e+01,4.300342094940270421e-01
7.565582762223363034e+01,1.900000000000000000e+01,4.161736403901514780e-01
7.536202387946524084e+01,2.000000000000000000e+01,4.032863108784108253e-01
7.512566970715909065e+01,2.100000000000000000e+01,3.912689335623577014e-01
7.494397680055327271e+01,2.200000000000000000e+01,3.800326213222068317e-01
7.481410340564897865e+01,2.300000000000000000e+01,3.695004371008980826e-01
7.473323691614464792e+01,2.400000000000000000e+01,3.596054300415534866e-01
7.469864559565374407e+01,2.500000000000000000e+01,3.502890487234690542e-01
7.470770963568236311e+01,2.600000000000000000e+01,3.414998494215987224e-01
7.475793838835997462e+01,2.700000000000000000e+01,3.331924371266166696e-01
7.484697838830685157e+01,2.800000000000000000e+01,3.253265916564733740e-01
7.497261529465805552e+01,2.900000000000000000e+01,3.178665420466884606e-01
7.513277188593897904e+01,3.000000000000000000e+01,3.107803605581438977e-01
7.532550356317281626e+01,3.100000000000000000e+01,3.040394538156938053e-01
7.554899235391489754e+01,3.200000000000000000e+01,2.976181333070809787e-01
7.580154009205718069e+01,3.300000000000000000e+01,2.914932511022373940e-01
