0.000000000000000000e+00 0.000000000000000000e+00
3.384117178484302713e-05 6.862005077883757834e-04
1.579259421760070836e-04 1.372401015576751567e-03
1.924823270655906526e-04 2.058601523365127459e-03
3.158194583647855325e-04 2.744802031153503134e-03
3.582727300681654015e-04 3.431002538941878809e-03
4.017865345531390631e-04 4.117203046730254917e-03
4.547824120493260125e-04 4.803403554518630159e-03
5.290143872116459534e-04 5.489604062307006267e-03
5.965485189847186120e-04 6.175804570095381509e-03
6.424308586474580807e-04 6.862005077883757617e-03
7.195392849865811513e-04 7.548205585672133726e-03
7.860416766334310523e-04 8.234406093460509835e-03
8.368574970063491492e-04 8.920606601248885076e-03
8.795341821610236366e-04 9.606807109037260317e-03
9.107324534056715493e-04 1.029300761682563729e-02
9.666915882462490117e-04 1.097920812461401253e-02
1.011886217270330235e-03 1.166540863240238778e-02
1.063924727560561223e-03 1.235160914019076302e-02
1.103305867331982881e-03 1.303780964797913999e-02
1.148594291066729056e-03 1.372401015576751523e-02
1.209738540865146206e-03 1.441021066355589048e-02
1.259327795338549549e-03 1.509641117134426745e-02
1.341357375736151880e-03 1.578261167913264096e-02
1.371532866414781893e-03 1.646881218692101967e-02
1.407560097618443251e-03 1.715501269470939491e-02
1.459546003047762497e-03 1.784121320249777015e-02
1.539042853664795985e-03 1.852741371028614539e-02
1.579498072374008188e-03 1.921361421807452063e-02
1.640621144133547205e-03 1.989981472586289588e-02
1.722735640555583814e-03 2.058601523365127459e-02
1.800994910439612795e-03 2.127221574143964983e-02
1.840990869311553979e-03 2.195841624922802507e-02
1.878685730943630006e-03 2.264461675701640031e-02
1.921904101685356636e-03 2.333081726480477555e-02
1.958067228997606435e-03 2.401701777259315079e-02
2.019435405429703678e-03 2.470321828038152603e-02
2.046199256142244849e-03 2.538941878816990474e-02
2.105417613620375050e-03 2.607561929595827999e-02
2.141956560990365688e-03 2.676181980374665523e-02
2.183855106665077983e-03 2.744802031153503047e-02
2.219594241431366299e-03 2.813422081932340571e-02
2.281727700960800576e-03 2.882042132711178095e-02
2.375146475287692738e-03 2.950662183490015619e-02
2.402924802822781203e-03 3.019282234268853490e-02
2.437832403586526198e-03 3.087902285047691014e-02
2.483887963876441063e-03 3.156522335826528192e-02
2.514800121446114645e-03 3.225142386605366063e-02
2.565551819202482875e-03 3.293762437384203934e-02
2.620025293055050497e-03 3.362382488163041111e-02
2.654401048062027257e-03 3.431002538941878982e-02
2.697747257343507954e-03 3.499622589720716159e-02
2.741918554420408327e-03 3.568242640499554030e-02
2.773470216823170631e-03 3.636862691278391208e-02
2.827047826031048317e-03 3.705482742057229079e-02
2.859680820790799771e-03 3.774102792836066950e-02
2.889240089643863030e-03 3.842722843614904127e-02
2.932646162548735447e-03 3.911342894393741998e-02
2.981366596188195217e-03 3.979962945172579175e-02
3.011252037907752310e-03 4.048582995951417046e-02
3.091753490878090815e-03 4.117203046730254917e-02
3.127739213482527703e-03 4.185823097509092094e-02
3.165606560799005820e-03 4.254443148287929966e-02
3.204464030545750575e-03 4.323063199066767143e-02
3.242829053306195419e-03 4.391683249845605014e-02
