0.000000000000000000e+00 0.000000000000000000e+00
4.213984915679702681e-06 2.646763008840188566e-04
7.606214467159588821e-06 5.293526017680377132e-04
1.193329305237966764e-05 7.940289026520565155e-04
1.487954375534172868e-05 1.058705203536075426e-03
1.884508935745543567e-05 1.323381504420094229e-03
2.318797739064848429e-05 1.588057805304113031e-03
2.518057078759738943e-05 1.852734106188131833e-03
2.913573092655497021e-05 2.117410407072150853e-03
3.201119022833154304e-05 2.382086707956169655e-03
3.566579880498466082e-05 2.646763008840188457e-03
3.764297528618953947e-05 2.911439309724207260e-03
4.052705088497532415e-05 3.176115610608226062e-03
4.329577427597541828e-05 3.440791911492244864e-03
4.593731955537805334e-05 3.705468212376263667e-03
4.766561801261559594e-05 3.970144513260282469e-03
4.924107817316780711e-05 4.234820814144301705e-03
5.387026779857251313e-05 4.499497115028320074e-03
5.674249919707108347e-05 4.764173415912339310e-03
5.988572536352876341e-05 5.028849716796357679e-03
6.166832588405668503e-05 5.293526017680376915e-03
6.536737771689615784e-05 5.558202318564396151e-03
6.879881482291239081e-05 5.822878619448414519e-03
7.101851855395580060e-05 6.087554920332433755e-03
7.798587085972030764e-05 6.352231221216452124e-03
8.254664567175495904e-05 6.616907522100471360e-03
8.655196495510608656e-05 6.881583822984489729e-03
8.917343063785665436e-05 7.146260123868508965e-03
9.425944415397680132e-05 7.410936424752527334e-03
9.865556887689308496e-05 7.675612725636546570e-03
1.034669996684556281e-04 7.940289026520564938e-03
1.063810173604906595e-04 8.204965327404584174e-03
1.098961849947954761e-04 8.469641628288603410e-03
1.148135887660828303e-04 8.734317929172622647e-03
1.179323461428793962e-04 8.998994230056640148e-03
1.204079578656092053e-04 9.263670530940659384e-03
1.224165928306319984e-04 9.528346831824678620e-03
1.254973725508534699e-04 9.793023132708697856e-03
1.283720269213972642e-04 1.005769943359271536e-02
1.315543205464564380e-04 1.032237573447673459e-02
1.356508546166423912e-04 1.058705203536075383e-02
1.387960313650182798e-04 1.085172833624477307e-02
1.407689968573322403e-04 1.111640463712879230e-02
1.483812987999044708e-04 1.138108093801280980e-02
1.524256343827801174e-04 1.164575723889682904e-02
1.575100678792296094e-04 1.191043353978084827e-02
1.604315193617367186e-04 1.217510984066486751e-02
1.651592401934465215e-04 1.243978614154888501e-02
1.678893776215772959e-04 1.270446244243290425e-02
1.709739630086914985e-04 1.296913874331692348e-02
1.757879249453253578e-04 1.323381504420094272e-02
1.786451605312322499e-04 1.349849134508496196e-02
1.806146351555071305e-04 1.376316764596897946e-02
1.832032041306774772e-04 1.402784394685299869e-02
1.863821497352091683e-04 1.429252024773701793e-02
1.912447098106895282e-04 1.455719654862103717e-02
1.968093689015404379e-04 1.482187284950505467e-02
2.016267678754957160e-04 1.508654915038907390e-02
2.049822736012174573e-04 1.535122545127309314e-02
2.079199388163033291e-04 1.561590175215711238e-02
2.101450908753577096e-04 1.588057805304112988e-02
2.134210344593157060e-04 1.614525435392515085e-02
2.188441693533604848e-04 1.640993065480916835e-02
2.230751947536191437e-04 1.667460695569318585e-02
2.252515932923415676e-04 1.693928325657720682e-02
2.285772665118201985e-04 1.720395955746122432e-02
2.320994188380609557e-04 1.746863585834524529e-02
2.350151455630111741e-04 1.773331215922926279e-02
2.386918115462322021e-04 1.799798846011328030e-02
2.413107864640551270e-04 1.826266476099730127e-02
2.449627405667342828e-04 1.852734106188131877e-02
2.497252804687377647e-04 1.879201736276533627e-02
2.540034729037188299e-04 1.905669366364935724e-02
2.578700125468458282e-04 1.932136996453337474e-02
2.605988626669386576e-04 1.958604626541739571e-02
2.649332748774213542e-04 1.985072256630141321e-02
2.685371113102519303e-04 2.011539886718543071e-02
2.714839980626493343e-04 2.038007516806945169e-02
2.743949381738275406e-04 2.064475146895346919e-02
2.783681750315736281e-04 2.090942776983749016e-02
2.803727969649116858e-04 2.117410407072150766e-02
2.832185768184558583e-04 2.143878037160552516e-02
2.874235946137559949e-04 2.170345667248954613e-02
2.907581127828962053e-04 2.196813297337356363e-02
2.949132996690195796e-04 2.223280927425758460e-02
2.981644140618300298e-04 2.249748557514160210e-02
3.009183709252738481e-04 2.276216187602561961e-02
3.040493813841749215e-04 2.302683817690964058e-02
3.072224213838126161e-04 2.329151447779365808e-02
3.116078851235215552e-04 2.355619077867767558e-02
3.157159578677237732e-04 2.382086707956169655e-02
3.189624507768940020e-04 2.408554338044571405e-02
3.234351053151840460e-04 2.435021968132973502e-02
3.249377718361756706e-04 2.461489598221375252e-02
3.265978719468876079e-04 2.487957228309777002e-02
3.301755029951891629e-04 2.514424858398179100e-02
3.352580311002384406e-04 2.540892488486580850e-02
3.393303646248568839e-04 2.567360118574982947e-02
3.431234118806969491e-04 2.593827748663384697e-02
3.468712671974572004e-04 2.620295378751786447e-02
3.506318565769106499e-04 2.646763008840188544e-02
3.525602215290746244e-04 2.673230638928590294e-02
3.566128089005360380e-04 2.699698269016992391e-02
3.600320605983142741e-04 2.726165899105394141e-02
