3.141058987078597653e-01 1.000000000000000021e-02
8.722879982913002428e-02 1.700000000000000122e-02
3.463042999733372679e-02 2.400000000000000050e-02
7.042004582539702906e-02 3.099999999999999978e-02
1.034641936731879042e-01 3.799999999999999906e-02
1.325111360878657996e-01 4.499999999999999833e-02
1.586555699528095498e-01 5.199999999999999761e-02
1.828770618205360632e-01 5.899999999999999689e-02
2.060381046487161916e-01 6.599999999999998923e-02
2.286437087455473749e-01 7.299999999999999545e-02
2.509573518668450909e-01 7.999999999999998779e-02
2.731172029936081436e-01 8.699999999999998013e-02
2.951958792714305946e-01 9.399999999999998634e-02
3.172315649058767839e-01 1.009999999999999926e-01
3.392443219187168402e-01 1.079999999999999849e-01
3.612446666914013171e-01 1.149999999999999772e-01
3.832380861995254850e-01 1.219999999999999835e-01
4.052274172840292787e-01 1.290000000000000036e-01
4.272140999970729935e-01 1.360000000000000098e-01
4.491988375556130730e-01 1.429999999999999882e-01
4.711819436278348872e-01 1.499999999999999944e-01
